(`TIME`, `PM10`, `PM25`, `NO2`, `O3`, `SO2`, `MAX_VALUE`, `LOKASI`, `LEVEL`),
('2023-12-24', 99, 152, 29, 7, 1, 152, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-25', 81, 188, 29, 7, 1, 188, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-26', 78, 195, 29, 7, 1, 195, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-27', 73, 182, 28, 7, 1, 182, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-28', 94, 191, 29, 7, 1, 191, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-29', 132, 156, 26, 7, 1, 156, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-30', 136, 160, 25, 7, 1, 160, 'Bekasi Kayuringin', 'Unhealthy'),
('2023-12-31', 125, 151, 24, 7, 1, 151, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-01-01', 152, 180, 26, 7, 1, 180, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-01-02', 84, 145, 22, 7, 1, 145, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-01-03', 62, 101, 20, 7, 1, 101, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-01-04', 60, 102, 21, 7, 1, 102, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-01-05', 72, 124, 24, 7, 1, 124, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-01-06', 103, 149, 23, 6, 0, 149, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-01-07', 125, 193, 28, 5, 0, 193, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-01-08', 95, 142, 26, 5, 0, 142, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-01-09', 109, 168, 25, 5, 0, 168, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-01-10', 92, 136, 26, 5, 0, 136, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-01-11', 104, 158, 24, 5, 0, 158, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-01-12', 58, 69, 24, 5, 0, 69, 'Bekasi Kayuringin', 'Moderate'),
('2024-01-13', 70, 93, 23, 5, 0, 93, 'Bekasi Kayuringin', 'Moderate'),
('2024-01-14', 79, 112, 22, 5, 0, 112, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-01-29', 73, 99, 89, 8, 0, 99, 'Bekasi Kayuringin', 'Moderate'),
('2024-01-30', 101, 157, 83, 8, 0, 157, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-01-31', 66, 86, 80, 9, 0, 86, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-01', 108, 167, 84, 9, 0, 167, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-02-02', 72, 98, 79, 9, 0, 98, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-03', 67, 87, 67, 9, 0, 87, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-04', 41, 45, 92, 8, 0, 92, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-05', 114, 178, 98, 8, 0, 178, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-02-06', 110, 171, 83, 9, 0, 171, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-02-07', 66, 85, 69, 10, 0, 85, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-08', 94, 145, 73, 9, 0, 145, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-02-09', 107, 165, 91, 9, 0, 165, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-02-10', 70, 92, 88, 9, 0, 92, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-11', 94, 140, 96, 9, 0, 140, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-02-12', 77, 110, 88, 9, 0, 110, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-02-13', 68, 92, 94, 8, 0, 94, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-14', 65, 83, 96, 8, 0, 96, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-15', 95, 146, 358, 8, 0, 358, 'Bekasi Kayuringin', 'Hazardous'),
('2024-02-16', 145, 143, 80, 8, 0, 145, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-02-17', 84, 124, 85, 8, 0, 124, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-02-18', 88, 132, 84, 9, 0, 132, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-02-19', 116, 182, 87, 8, 0, 182, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-02-20', 119, 190, 92, 8, 0, 190, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-02-21', 136, 215, 91, 8, 0, 215, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2024-02-22', 87, 130, 97, 8, 0, 130, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-02-23', 73, 101, 97, 8, 0, 101, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-02-24', 68, 91, 94, 8, 0, 94, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-25', 48, 54, 93, 8, 0, 93, 'Bekasi Kayuringin', 'Moderate'),
('2024-02-26', 47, 52, 358, 8, 0, 358, 'Bekasi Kayuringin', 'Hazardous'),
('2024-02-27', 108, 172, 97, 8, 0, 172, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-02-28', 89, 137, 93, 8, 0, 137, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-02-29', 81, 120, 85, 8, 0, 120, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-03-01', 100, 157, 74, 9, 0, 157, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-03-02', 86, 127, 77, 8, 0, 127, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-03-03', 69, 94, 78, 9, 0, 94, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-04', 72, 98, 77, 9, 0, 98, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-05', 60, 75, 82, 9, 0, 82, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-06', 54, 62, 90, 8, 0, 90, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-07', 47, 52, 88, 9, 0, 88, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-08', 39, 42, 96, 8, 0, 96, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-09', 53, 64, 91, 9, 0, 91, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-10', 132, 214, 64, 9, 0, 214, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2024-03-11', 89, 133, 68, 8, 0, 133, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-03-12', 84, 122, 72, 8, 0, 122, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-03-13', 75, 106, 78, 8, 0, 106, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-03-14', 74, 105, 73, 9, 0, 105, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-03-15', 57, 69, 54, 9, 0, 69, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-16', 38, 43, 55, 9, 0, 55, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-17', 42, 47, 53, 9, 0, 53, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-18', 54, 63, 66, 9, 0, 66, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-19', 62, 77, 72, 9, 0, 77, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-20', 58, 69, 80, 9, 0, 80, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-21', 67, 88, 81, 9, 0, 88, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-22', 66, 88, 91, 9, 0, 91, 'Bekasi Kayuringin', 'Moderate'),
('2024-03-23', 162, 193, 76, 9, 0, 193, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-03-24', 93, 140, 83, 8, 0, 140, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-03-25', 85, 125, 75, 8, 0, 125, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-03-26', 121, 192, 81, 8, 0, 192, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-03-27', 103, 161, 86, 8, 0, 161, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-03-28', 163, 197, 76, 8, 0, 197, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-03-29', 159, 182, 61, 8, 0, 182, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-03-30', 141, 226, 70, 8, 0, 226, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2024-03-31', 151, 148, 74, 7, 0, 151, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-01', 164, 202, 59, 3, 1, 202, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2024-04-02', 157, 173, 3, 0, 1, 173, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-03', 120, 188, 31, 12, 1, 188, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-04', 105, 163, 31, 12, 1, 163, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-05', 159, 183, 31, 12, 1, 183, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-06', 500, 147, 31, 12, 1, 500, 'Bekasi Kayuringin', 'Hazardous'),
('2024-04-07', 121, 188, 31, 12, 1, 188, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-08', 108, 167, 31, 12, 1, 167, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-09', 109, 165, 31, 12, 1, 165, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-10', 161, 189, 31, 12, 1, 189, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-11', 67, 86, 31, 12, 1, 86, 'Bekasi Kayuringin', 'Moderate'),
('2024-04-12', 62, 76, 31, 12, 1, 76, 'Bekasi Kayuringin', 'Moderate'),
('2024-04-13', 84, 123, 31, 12, 1, 123, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-04-14', 71, 93, 31, 12, 1, 93, 'Bekasi Kayuringin', 'Moderate'),
('2024-04-15', 66, 85, 31, 12, 1, 85, 'Bekasi Kayuringin', 'Moderate'),
('2024-04-16', 92, 137, 31, 12, 1, 137, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-04-17', 97, 148, 31, 12, 1, 148, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-04-18', 90, 137, 31, 12, 1, 137, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-04-19', 91, 137, 31, 12, 1, 137, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-04-20', 136, 217, 31, 12, 1, 217, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2024-04-21', 87, 130, 31, 12, 1, 130, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-04-22', 92, 139, 31, 12, 1, 139, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-04-23', 134, 213, 31, 12, 1, 213, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2024-04-24', 128, 200, 31, 12, 1, 200, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-25', 114, 177, 31, 12, 1, 177, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-26', 101, 157, 31, 12, 1, 157, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-27', 116, 191, 31, 12, 1, 191, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-28', 104, 163, 31, 12, 1, 163, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-29', 108, 171, 31, 12, 1, 171, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-04-30', 130, 209, 31, 12, 1, 209, 'Bekasi Kayuringin', 'Very Unhealthy'),
('2024-05-01', 117, 182, 31, 12, 1, 182, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-02', 153, 157, 31, 12, 1, 157, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-03', 149, 146, 31, 12, 1, 149, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-05-04', 154, 159, 31, 12, 1, 159, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-05', 159, 180, 31, 12, 1, 180, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-06', 160, 187, 31, 12, 1, 187, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-07', 157, 172, 31, 12, 1, 172, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-08', 154, 159, 31, 12, 1, 159, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-09', 158, 177, 31, 12, 1, 177, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-27', 59, 128, 7, 26, 4, 128, 'Jakarta GBK', 'Unhealthy for Sensitive Groups'),
('2024-05-27', 51, 4, 23, 1, 20, 51, 'Kota Bogor Tanah Sereal', 'Moderate'),
('2024-05-27', 55, 154, 5, 41, 63, 154, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-27', 77, 166, 16, 6, 2, 166, 'Kabupaten Tangerang Curug', 'Unhealthy'),
('2024-05-27', 59, 158, 2, 0, 31, 158, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-27', 59, 128, 7, 26, 4, 128, 'Jakarta GBK', 'Unhealthy for Sensitive Groups'),
('2024-05-27', 51, 4, 23, 1, 20, 51, 'Kota Bogor Tanah Sereal', 'Moderate'),
('2024-05-27', 55, 154, 5, 41, 63, 154, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-27', 78, 166, 16, 6, 2, 166, 'Kabupaten Tangerang Curug', 'Unhealthy'),
('2024-05-27', 59, 158, 2, 0, 31, 158, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-28', 72, 153, 7, 25, 5, 153, 'Jakarta GBK', 'Unhealthy'),
('2024-05-29', 57, 3, 22, 2, 17, 57, 'Kota Bogor Tanah Sereal', 'Moderate'),
('2024-05-27', 55, 154, 5, 42, 63, 154, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-29', 77, 165, 15, 6, 2, 165, 'Kabupaten Tangerang Curug', 'Unhealthy'),
('2024-05-29', 55, 153, 2, 0, 31, 153, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-30', 53, 120, 34, 24, 8, 120, 'Jakarta GBK', 'Unhealthy for Sensitive Groups'),
('2024-05-30', 47, 2, 22, 2, 17, 47, 'Kota Bogor Tanah Sereal', 'Good'),
('2024-05-27', 55, 154, 5, 42, 63, 154, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-30', 65, 155, 15, 6, 2, 155, 'Kabupaten Tangerang Curug', 'Unhealthy'),
('2024-05-30', 56, 154, 2, 0, 31, 154, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-05-31', 76, 160, 34, 23, 8, 160, 'Jakarta GBK', 'Unhealthy'),
('2024-05-31', 0, 0, 23, 1, 17, 23, 'Kota Bogor Tanah Sereal', 'Good'),
('2024-05-31', 62, 162, 7, 9, 21, 162, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-05-31', 69, 157, 12, 6, 4, 157, 'Kabupaten Tangerang Curug', 'Unhealthy'),
('2024-05-31', 65, 163, 2, 0, 31, 163, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-06-01', 73, 158, 34, 25, 8, 158, 'Jakarta GBK', 'Unhealthy'),
('2024-06-01', 56, 3, 23, 1, 17, 56, 'Kota Bogor Tanah Sereal', 'Moderate'),
('2024-06-01', 63, 163, 7, 9, 22, 163, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-06-01', 62, 145, 4, 6, 10, 145, 'Kabupaten Tangerang Curug', 'Unhealthy for Sensitive Groups'),
('2024-06-01', 68, 167, 2, 0, 31, 167, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-06-01', 78, 160, 34, 25, 8, 160, 'Jakarta GBK', 'Unhealthy'),
('2024-06-01', 59, 2, 23, 1, 17, 59, 'Kota Bogor Tanah Sereal', 'Moderate'),
('2024-06-01', 63, 163, 7, 9, 22, 163, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-06-01', 63, 141, 1, 6, 12, 141, 'Kabupaten Tangerang Curug', 'Unhealthy for Sensitive Groups'),
('2024-06-01', 70, 168, 2, 0, 30, 168, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-06-02', 69, 151, 34, 25, 8, 151, 'Jakarta GBK', 'Unhealthy'),
('2024-06-02', 48, 2, 23, 1, 15, 48, 'Kota Bogor Tanah Sereal', 'Good'),
('2024-06-02', 51, 150, 8, 8, 21, 150, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-06-02', 60, 130, 1, 6, 12, 130, 'Kabupaten Tangerang Curug', 'Unhealthy for Sensitive Groups'),
('2024-06-02', 58, 157, 2, 0, 31, 157, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-06-03', 46, 78, 34, 25, 7, 78, 'Jakarta GBK', 'Moderate'),
('2024-06-03', 37, 3, 23, 1, 16, 37, 'Kota Bogor Tanah Sereal', 'Good'),
('2024-06-03', 37, 111, 8, 8, 23, 111, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-06-03', 49, 108, 1, 6, 12, 108, 'Kabupaten Tangerang Curug', 'Unhealthy for Sensitive Groups'),
('2024-06-03', 35, 101, 2, 0, 30, 101, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-06-04', 59, 122, 33, 27, 7, 122, 'Jakarta GBK', 'Unhealthy for Sensitive Groups'),
('2024-06-04', 44, 2, 23, 1, 17, 44, 'Kota Bogor Tanah Sereal', 'Good'),
('2024-06-04', 53, 152, 8, 7, 24, 152, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-06-04', 37, 80, 1, 6, 12, 80, 'Kabupaten Tangerang Curug', 'Moderate'),
('2024-06-04', 55, 154, 2, 0, 31, 154, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-06-05', 73, 150, 33, 27, 7, 150, 'Jakarta GBK', 'Unhealthy for Sensitive Groups'),
('2024-06-05', 44, 3, 23, 1, 15, 44, 'Kota Bogor Tanah Sereal', 'Good'),
('2024-06-05', 58, 157, 8, 7, 24, 157, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-06-05', 51, 99, 1, 6, 12, 99, 'Kabupaten Tangerang Curug', 'Moderate'),
('2024-06-05', 60, 159, 2, 0, 31, 159, 'Bekasi Kayuringin', 'Unhealthy'),
('2024-06-06', 41, 99, 33, 27, 5, 99, 'Jakarta GBK', 'Moderate'),
('2024-06-06', 31, 3, 22, 1, 14, 31, 'Kota Bogor Tanah Sereal', 'Good'),
('2024-06-06', 35, 109, 8, 7, 24, 109, 'Depok Pancoran Mas', 'Unhealthy for Sensitive Groups'),
('2024-06-06', 30, 58, 1, 6, 12, 58, 'Kabupaten Tangerang Curug', 'Moderate'),
('2024-06-06', 52, 150, 2, 0, 31, 150, 'Bekasi Kayuringin', 'Unhealthy for Sensitive Groups'),
('2024-06-10', 76, 153, 34, 26, 7, 153, 'Jakarta GBK', 'Unhealthy'),
('2024-06-08', 45, 2, 22, 1, 15, 45, 'Kota Bogor Tanah Sereal', 'Good'),
('2024-06-10', 54, 154, 7, 8, 21, 154, 'Depok Pancoran Mas', 'Unhealthy'),
('2024-06-10', 34, 68, 1, 6, 12, 68, 'Kabupaten Tangerang Curug', 'Moderate'),
('2024-06-10', 58, 156, 6, 0, 25, 156, 'Bekasi Kayuringin', 'Unhealthy')
